Atomtypes ,Cuttoff,Ncliques,Distance,Median(Score),Code,Class ,AUC
CA_ACC_DON,3,5,6,aaScore05,1QLA,HEM,0.4744047619
CA_ACC_DON,3,5,6,SrelScore08,1QLA,HEM,0.7931547619
CA_ACC_DON,3,5,6,SrelScore05,1QLA,HEM,0.7850198413
CA_ACC_DON,3,5,6,SOScore08,1QLA,HEM,0.3799603175
CA_ACC_DON,3,5,6,SOScore05,1QLA,HEM,0.3948412698
CA_ACC_DON,3,5,6,RMSD,1D7C,HEM,0.5007936508
CA_ACC_DON,3,5,6,SO,1D7C,HEM,0.3992063492
CA_ACC_DON,3,5,6,Srel,1D7C,HEM,0.7170634921
CA_ACC_DON,3,5,6,Tanimoto,1D7C,HEM,0.7170634921
CA_ACC_DON,3,5,6,GO,1D7C,HEM,0.5489087302
CA_ACC_DON,3,5,6,aaScore08,1D7C,HEM,0.4941468254
CA_ACC_DON,3,5,6,aaScore05,1D7C,HEM,0.4740079365
CA_ACC_DON,3,5,6,SrelScore08,1D7C,HEM,0.7172619048
CA_ACC_DON,3,5,6,SrelScore05,1D7C,HEM,0.7007936508
CA_ACC_DON,3,5,6,SOScore08,1D7C,HEM,0.3969246032
CA_ACC_DON,3,5,6,SOScore05,1D7C,HEM,0.4050595238
CA_ACC_DON,3,5,6,RMSD,1SOX,HEM,0.422718254
CA_ACC_DON,3,5,6,SO,1SOX,HEM,0.5610119048
CA_ACC_DON,3,5,6,Srel,1SOX,HEM,0.7570436508
CA_ACC_DON,3,5,6,Tanimoto,1SOX,HEM,0.7570436508
CA_ACC_DON,3,5,6,GO,1SOX,HEM,0.7068452381
CA_ACC_DON,3,5,6,aaScore08,1SOX,HEM,0.5360119048
CA_ACC_DON,3,5,6,aaScore05,1SOX,HEM,0.4392857143
CA_ACC_DON,3,5,6,SrelScore08,1SOX,HEM,0.7732142857
CA_ACC_DON,3,5,6,SrelScore05,1SOX,HEM,0.7991071429
CA_ACC_DON,3,5,6,SOScore08,1SOX,HEM,0.5786706349
CA_ACC_DON,3,5,6,SOScore05,1SOX,HEM,0.6395833333
CA_ACC_DON,3,5,6,RMSD,1PP9,HEM,0.53125
CA_ACC_DON,3,5,6,SO,1PP9,HEM,0.3679563492
CA_ACC_DON,3,5,6,Srel,1PP9,HEM,0.8025793651
CA_ACC_DON,3,5,6,Tanimoto,1PP9,HEM,0.8025793651
CA_ACC_DON,3,5,6,GO,1PP9,HEM,0.6441468254
CA_ACC_DON,3,5,6,aaScore08,1PP9,HEM,0.4485119048
CA_ACC_DON,3,5,6,aaScore05,1PP9,HEM,0.4096230159
CA_ACC_DON,3,5,6,SrelScore08,1PP9,HEM,0.8087301587
CA_ACC_DON,3,5,6,SrelScore05,1PP9,HEM,0.8271825397
CA_ACC_DON,3,5,6,SOScore08,1PP9,HEM,0.375297619
CA_ACC_DON,3,5,6,SOScore05,1PP9,HEM,0.4044642857
CA_ACC_DON,3,5,6,RMSD,1D0C,HEM,0.5410714286
CA_ACC_DON,3,5,6,SO,1D0C,HEM,0.478968254
CA_ACC_DON,3,5,6,Srel,1D0C,HEM,0.7862103175
CA_ACC_DON,3,5,6,Tanimoto,1D0C,HEM,0.7862103175
CA_ACC_DON,3,5,6,GO,1D0C,HEM,0.6831349206
CA_ACC_DON,3,5,6,aaScore08,1D0C,HEM,0.4317460317
CA_ACC_DON,3,5,6,aaScore05,1D0C,HEM,0.3648809524
CA_ACC_DON,3,5,6,SrelScore08,1D0C,HEM,0.8011904762
CA_ACC_DON,3,5,6,SrelScore05,1D0C,HEM,0.8241071429
CA_ACC_DON,3,5,6,SOScore08,1D0C,HEM,0.4962301587
CA_ACC_DON,3,5,6,SOScore05,1D0C,HEM,0.5359126984
CA_ACC_DON,3,5,6,RMSD,1EQG,HEM,0.4758928571
CA_ACC_DON,3,5,6,SO,1EQG,HEM,0.4080357143
CA_ACC_DON,3,5,6,Srel,1EQG,HEM,0.8071428571
CA_ACC_DON,3,5,6,Tanimoto,1EQG,HEM,0.8071428571
CA_ACC_DON,3,5,6,GO,1EQG,HEM,0.7680555556
CA_ACC_DON,3,5,6,aaScore08,1EQG,HEM,0.485218254
CA_ACC_DON,3,5,6,aaScore05,1EQG,HEM,0.3933531746
CA_ACC_DON,3,5,6,SrelScore08,1EQG,HEM,0.8223214286
CA_ACC_DON,3,5,6,SrelScore05,1EQG,HEM,0.8484126984
CA_ACC_DON,3,5,6,SOScore08,1EQG,HEM,0.4316468254
CA_ACC_DON,3,5,6,SOScore05,1EQG,HEM,0.489781746
CA_ACC_DON,3,5,6,RMSD,1QHU,HEM,0.3824404762
CA_ACC_DON,3,5,6,SO,1QHU,HEM,0.5145833333
CA_ACC_DON,3,5,6,Srel,1QHU,HEM,0.7148809524
CA_ACC_DON,3,5,6,Tanimoto,1QHU,HEM,0.7148809524
CA_ACC_DON,3,5,6,GO,1QHU,HEM,0.7037698413
CA_ACC_DON,3,5,6,aaScore08,1QHU,HEM,0.5916666667
CA_ACC_DON,3,5,6,aaScore05,1QHU,HEM,0.5178571429
CA_ACC_DON,3,5,6,SrelScore08,1QHU,HEM,0.7420634921
CA_ACC_DON,3,5,6,SrelScore05,1QHU,HEM,0.7912698413
CA_ACC_DON,3,5,6,SOScore08,1QHU,HEM,0.5268849206
CA_ACC_DON,3,5,6,SOScore05,1QHU,HEM,0.562797619
CA_ACC_DON,3,5,6,RMSD,1NAZ,HEM,0.5471230159
CA_ACC_DON,3,5,6,SO,1NAZ,HEM,0.466468254
CA_ACC_DON,3,5,6,Srel,1NAZ,HEM,0.8321428571
CA_ACC_DON,3,5,6,Tanimoto,1NAZ,HEM,0.8321428571
CA_ACC_DON,3,5,6,GO,1NAZ,HEM,0.7318452381
CA_ACC_DON,3,5,6,aaScore08,1NAZ,HEM,0.4192460317
CA_ACC_DON,3,5,6,aaScore05,1NAZ,HEM,0.3543650794
CA_ACC_DON,3,5,6,SrelScore08,1NAZ,HEM,0.8390873016
CA_ACC_DON,3,5,6,SrelScore05,1NAZ,HEM,0.8528769841
CA_ACC_DON,3,5,6,SOScore08,1NAZ,HEM,0.4853174603
CA_ACC_DON,3,5,6,SOScore05,1NAZ,HEM,0.5418650794
CA_ACC_DON,3,5,6,RMSD,1IQC,HEM,0.5499007937
CA_ACC_DON,3,5,6,SO,1IQC,HEM,0.3964285714
CA_ACC_DON,3,5,6,Srel,1IQC,HEM,0.8430555556
CA_ACC_DON,3,5,6,Tanimoto,1IQC,HEM,0.8430555556
CA_ACC_DON,3,5,6,GO,1IQC,HEM,0.5628968254
CA_ACC_DON,3,5,6,aaScore08,1IQC,HEM,0.4466269841
CA_ACC_DON,3,5,6,aaScore05,1IQC,HEM,0.4364087302
CA_ACC_DON,3,5,6,SrelScore08,1IQC,HEM,0.8459325397
CA_ACC_DON,3,5,6,SrelScore05,1IQC,HEM,0.8459325397
CA_ACC_DON,3,5,6,SOScore08,1IQC,HEM,0.4012896825
CA_ACC_DON,3,5,6,SOScore05,1IQC,HEM,0.4203373016
CA_ACC_DON,3,5,6,RMSD,1DK0,HEM,0.59375
CA_ACC_DON,3,5,6,SO,1DK0,HEM,0.4353174603
CA_ACC_DON,3,5,6,Srel,1DK0,HEM,0.6558531746
CA_ACC_DON,3,5,6,Tanimoto,1DK0,HEM,0.6558531746
CA_ACC_DON,3,5,6,GO,1DK0,HEM,0.6793650794
CA_ACC_DON,3,5,6,aaScore08,1DK0,HEM,0.3908730159
CA_ACC_DON,3,5,6,aaScore05,1DK0,HEM,0.3517857143
CA_ACC_DON,3,5,6,SrelScore08,1DK0,HEM,0.6732142857
CA_ACC_DON,3,5,6,SrelScore05,1DK0,HEM,0.6975198413
CA_ACC_DON,3,5,6,SOScore08,1DK0,HEM,0.4476190476
CA_ACC_DON,3,5,6,SOScore05,1DK0,HEM,0.4908730159
CA_ACC_DON,3,5,6,RMSD,1AMU,AMP,0.6040521978
CA_ACC_DON,3,5,6,SO,1AMU,AMP,0.3705357143
CA_ACC_DON,3,5,6,Srel,1AMU,AMP,0.6286057692
CA_ACC_DON,3,5,6,Tanimoto,1AMU,AMP,0.6286057692
CA_ACC_DON,3,5,6,GO,1AMU,AMP,0.2984203297
CA_ACC_DON,3,5,6,aaScore08,1AMU,AMP,0.4259958791
CA_ACC_DON,3,5,6,aaScore05,1AMU,AMP,0.5145947802
CA_ACC_DON,3,5,6,SrelScore08,1AMU,AMP,0.6028502747
CA_ACC_DON,3,5,6,SrelScore05,1AMU,AMP,0.5260989011
CA_ACC_DON,3,5,6,SOScore08,1AMU,AMP,0.3660714286
CA_ACC_DON,3,5,6,SOScore05,1AMU,AMP,0.3444368132
CA_ACC_DON,3,5,6,RMSD,1JP4,AMP,0.4896978022
CA_ACC_DON,3,5,6,SO,1JP4,AMP,0.549793956
CA_ACC_DON,3,5,6,Srel,1JP4,AMP,0.6141826923
CA_ACC_DON,3,5,6,Tanimoto,1JP4,AMP,0.6141826923
CA_ACC_DON,3,5,6,GO,1JP4,AMP,0.448489011
CA_ACC_DON,3,5,6,aaScore08,1JP4,AMP,0.5176854396
CA_ACC_DON,3,5,6,aaScore05,1JP4,AMP,0.5357142857
CA_ACC_DON,3,5,6,SrelScore08,1JP4,AMP,0.6069711538
CA_ACC_DON,3,5,6,SrelScore05,1JP4,AMP,0.5664491758
CA_ACC_DON,3,5,6,SOScore08,1JP4,AMP,0.5400068681
CA_ACC_DON,3,5,6,SOScore05,1JP4,AMP,0.5073832418
CA_ACC_DON,3,5,6,RMSD,1C0A,AMP,0.6155563187
CA_ACC_DON,3,5,6,SO,1C0A,AMP,0.3772321429
CA_ACC_DON,3,5,6,Srel,1C0A,AMP,0.6033653846
CA_ACC_DON,3,5,6,Tanimoto,1C0A,AMP,0.6033653846
CA_ACC_DON,3,5,6,GO,1C0A,AMP,0.3854739011
CA_ACC_DON,3,5,6,aaScore08,1C0A,AMP,0.4038461538
CA_ACC_DON,3,5,6,aaScore05,1C0A,AMP,0.457760989
CA_ACC_DON,3,5,6,SrelScore08,1C0A,AMP,0.5884271978
CA_ACC_DON,3,5,6,SrelScore05,1C0A,AMP,0.5480769231
CA_ACC_DON,3,5,6,SOScore08,1C0A,AMP,0.3722527473
CA_ACC_DON,3,5,6,SOScore05,1C0A,AMP,0.3592032967
CA_ACC_DON,3,5,6,RMSD,1CT9,AMP,0.5279876374
CA_ACC_DON,3,5,6,SO,1CT9,AMP,0.3085508242
CA_ACC_DON,3,5,6,Srel,1CT9,AMP,0.5573489011
CA_ACC_DON,3,5,6,Tanimoto,1CT9,AMP,0.5573489011
CA_ACC_DON,3,5,6,GO,1CT9,AMP,0.4007554945
CA_ACC_DON,3,5,6,aaScore08,1CT9,AMP,0.4934752747
CA_ACC_DON,3,5,6,aaScore05,1CT9,AMP,0.5377747253
CA_ACC_DON,3,5,6,SrelScore08,1CT9,AMP,0.5319368132
CA_ACC_DON,3,5,6,SrelScore05,1CT9,AMP,0.4934752747
CA_ACC_DON,3,5,6,SOScore08,1CT9,AMP,0.3027129121
CA_ACC_DON,3,5,6,SOScore05,1CT9,AMP,0.2937843407
CA_ACC_DON,3,5,6,RMSD,1KHT,AMP,0.5149381868
CA_ACC_DON,3,5,6,SO,1KHT,AMP,0.3902815934
CA_ACC_DON,3,5,6,Srel,1KHT,AMP,0.6708447802
CA_ACC_DON,3,5,6,Tanimoto,1KHT,AMP,0.6708447802
CA_ACC_DON,3,5,6,GO,1KHT,AMP,0.5442994505
CA_ACC_DON,3,5,6,aaScore08,1KHT,AMP,0.4725274725
CA_ACC_DON,3,5,6,aaScore05,1KHT,AMP,0.4460851648
CA_ACC_DON,3,5,6,SrelScore08,1KHT,AMP,0.6706730769
CA_ACC_DON,3,5,6,SrelScore05,1KHT,AMP,0.6708447802
CA_ACC_DON,3,5,6,SOScore08,1KHT,AMP,0.3904532967
CA_ACC_DON,3,5,6,SOScore05,1KHT,AMP,0.4083104396
CA_ACC_DON,3,5,6,RMSD,12AS,AMP,0.5669642857
CA_ACC_DON,3,5,6,SO,12AS,AMP,0.5728021978
CA_ACC_DON,3,5,6,Srel,12AS,AMP,0.5758928571
CA_ACC_DON,3,5,6,Tanimoto,12AS,AMP,0.5758928571
CA_ACC_DON,3,5,6,GO,12AS,AMP,0.403331044
CA_ACC_DON,3,5,6,aaScore08,12AS,AMP,0.4440247253
CA_ACC_DON,3,5,6,aaScore05,12AS,AMP,0.4862637363
CA_ACC_DON,3,5,6,SrelScore08,12AS,AMP,0.5745192308
CA_ACC_DON,3,5,6,SrelScore05,12AS,AMP,0.5544299451
CA_ACC_DON,3,5,6,SOScore08,12AS,AMP,0.560782967
CA_ACC_DON,3,5,6,SOScore05,12AS,AMP,0.5233516484
CA_ACC_DON,3,5,6,RMSD,8GPB,AMP,0.5003434066
CA_ACC_DON,3,5,6,SO,8GPB,AMP,0.4177541209
CA_ACC_DON,3,5,6,Srel,8GPB,AMP,0.6490384615
CA_ACC_DON,3,5,6,Tanimoto,8GPB,AMP,0.6490384615
CA_ACC_DON,3,5,6,GO,8GPB,AMP,0.5573489011
CA_ACC_DON,3,5,6,aaScore08,8GPB,AMP,0.4975961538
CA_ACC_DON,3,5,6,aaScore05,8GPB,AMP,0.4855769231
CA_ACC_DON,3,5,6,SrelScore08,8GPB,AMP,0.6428571429
CA_ACC_DON,3,5,6,SrelScore05,8GPB,AMP,0.6438873626
CA_ACC_DON,3,5,6,SOScore08,8GPB,AMP,0.4158653846
CA_ACC_DON,3,5,6,SOScore05,8GPB,AMP,0.4192994505
CA_ACC_DON,3,5,6,RMSD,1TB7,AMP,0.4653159341
CA_ACC_DON,3,5,6,SO,1TB7,AMP,0.4174107143
CA_ACC_DON,3,5,6,Srel,1TB7,AMP,0.6409684066
CA_ACC_DON,3,5,6,Tanimoto,1TB7,AMP,0.6409684066
CA_ACC_DON,3,5,6,GO,1TB7,AMP,0.3509615385
CA_ACC_DON,3,5,6,aaScore08,1TB7,AMP,0.5600961538
CA_ACC_DON,3,5,6,aaScore05,1TB7,AMP,0.6074862637
CA_ACC_DON,3,5,6,SrelScore08,1TB7,AMP,0.6315247253
CA_ACC_DON,3,5,6,SrelScore05,1TB7,AMP,0.5990728022
CA_ACC_DON,3,5,6,SOScore08,1TB7,AMP,0.4060782967
CA_ACC_DON,3,5,6,SOScore05,1TB7,AMP,0.3792925824
CA_ACC_DON,3,5,6,RMSD,1QB8,AMP,0.5188873626
CA_ACC_DON,3,5,6,SO,1QB8,AMP,0.2726648352
CA_ACC_DON,3,5,6,Srel,1QB8,AMP,0.5563186813
CA_ACC_DON,3,5,6,Tanimoto,1QB8,AMP,0.5563186813
CA_ACC_DON,3,5,6,GO,1QB8,AMP,0.4354395604
CA_ACC_DON,3,5,6,aaScore08,1QB8,AMP,0.4903846154
CA_ACC_DON,3,5,6,aaScore05,1QB8,AMP,0.5254120879
CA_ACC_DON,3,5,6,SrelScore08,1QB8,AMP,0.5480769231
CA_ACC_DON,3,5,6,SrelScore05,1QB8,AMP,0.5255837912
CA_ACC_DON,3,5,6,SOScore08,1QB8,AMP,0.2736950549
CA_ACC_DON,3,5,6,SOScore05,1QB8,AMP,0.28125
CA_ACC_DON,3,5,6,RMSD,1JQI,FAD,0.2544753086
CA_ACC_DON,3,5,6,SO,1JQI,FAD,0.0405864198
CA_ACC_DON,3,5,6,Srel,1JQI,FAD,0.8285493827
CA_ACC_DON,3,5,6,Tanimoto,1JQI,FAD,0.8285493827
CA_ACC_DON,3,5,6,GO,1JQI,FAD,0.574845679
CA_ACC_DON,3,5,6,aaScore08,1JQI,FAD,0.737654321
CA_ACC_DON,3,5,6,aaScore05,1JQI,FAD,0.6895061728
CA_ACC_DON,3,5,6,SrelScore08,1JQI,FAD,0.8293209877
CA_ACC_DON,3,5,6,SrelScore05,1JQI,FAD,0.8240740741
CA_ACC_DON,3,5,6,SOScore08,1JQI,FAD,0.0422839506
CA_ACC_DON,3,5,6,SOScore05,1JQI,FAD,0.0521604938
CA_ACC_DON,3,5,6,RMSD,1H69,FAD,0.2467592593
CA_ACC_DON,3,5,6,SO,1H69,FAD,0.3787037037
CA_ACC_DON,3,5,6,Srel,1H69,FAD,0.7813271605
CA_ACC_DON,3,5,6,Tanimoto,1H69,FAD,0.7813271605
CA_ACC_DON,3,5,6,GO,1H69,FAD,0.4637345679
CA_ACC_DON,3,5,6,aaScore08,1H69,FAD,0.7586419753
CA_ACC_DON,3,5,6,aaScore05,1H69,FAD,0.750617284
CA_ACC_DON,3,5,6,SrelScore08,1H69,FAD,0.7770061728
CA_ACC_DON,3,5,6,SrelScore05,1H69,FAD,0.7651234568
CA_ACC_DON,3,5,6,SOScore08,1H69,FAD,0.3719135802
CA_ACC_DON,3,5,6,SOScore05,1H69,FAD,0.3657407407
CA_ACC_DON,3,5,6,RMSD,1HSK,FAD,0.3641975309
CA_ACC_DON,3,5,6,SO,1HSK,FAD,0.1716049383
CA_ACC_DON,3,5,6,Srel,1HSK,FAD,0.8033950617
CA_ACC_DON,3,5,6,Tanimoto,1HSK,FAD,0.8033950617
CA_ACC_DON,3,5,6,GO,1HSK,FAD,0.5470679012
CA_ACC_DON,3,5,6,aaScore08,1HSK,FAD,0.6351851852
CA_ACC_DON,3,5,6,aaScore05,1HSK,FAD,0.6225308642
CA_ACC_DON,3,5,6,SrelScore08,1HSK,FAD,0.7987654321
CA_ACC_DON,3,5,6,SrelScore05,1HSK,FAD,0.7820987654
CA_ACC_DON,3,5,6,SOScore08,1HSK,FAD,0.174691358
CA_ACC_DON,3,5,6,SOScore05,1HSK,FAD,0.1913580247
CA_ACC_DON,3,5,6,RMSD,1E8G,FAD,0.4658950617
CA_ACC_DON,3,5,6,SO,1E8G,FAD,0.1080246914
CA_ACC_DON,3,5,6,Srel,1E8G,FAD,0.8546296296
CA_ACC_DON,3,5,6,Tanimoto,1E8G,FAD,0.8546296296
CA_ACC_DON,3,5,6,GO,1E8G,FAD,0.5035493827
CA_ACC_DON,3,5,6,aaScore08,1E8G,FAD,0.5384259259
CA_ACC_DON,3,5,6,aaScore05,1E8G,FAD,0.5587962963
CA_ACC_DON,3,5,6,SrelScore08,1E8G,FAD,0.8478395062
CA_ACC_DON,3,5,6,SrelScore05,1E8G,FAD,0.8353395062
CA_ACC_DON,3,5,6,SOScore08,1E8G,FAD,0.1157407407
CA_ACC_DON,3,5,6,SOScore05,1E8G,FAD,0.137037037
CA_ACC_DON,3,5,6,RMSD,1POX,FAD,0.3813271605
CA_ACC_DON,3,5,6,SO,1POX,FAD,0.1419753086
CA_ACC_DON,3,5,6,Srel,1POX,FAD,0.8337962963
CA_ACC_DON,3,5,6,Tanimoto,1POX,FAD,0.8337962963
CA_ACC_DON,3,5,6,GO,1POX,FAD,0.5814814815
CA_ACC_DON,3,5,6,aaScore08,1POX,FAD,0.6094135802
CA_ACC_DON,3,5,6,aaScore05,1POX,FAD,0.5697530864
CA_ACC_DON,3,5,6,SrelScore08,1POX,FAD,0.8327160494
CA_ACC_DON,3,5,6,SrelScore05,1POX,FAD,0.8274691358
CA_ACC_DON,3,5,6,SOScore08,1POX,FAD,0.150617284
CA_ACC_DON,3,5,6,SOScore05,1POX,FAD,0.1759259259
CA_ACC_DON,3,5,6,RMSD,3GRS,FAD,0.3430555556
CA_ACC_DON,3,5,6,SO,3GRS,FAD,0.1151234568
CA_ACC_DON,3,5,6,Srel,3GRS,FAD,0.8195987654
CA_ACC_DON,3,5,6,Tanimoto,3GRS,FAD,0.8195987654
CA_ACC_DON,3,5,6,GO,3GRS,FAD,0.4526234568
CA_ACC_DON,3,5,6,aaScore08,3GRS,FAD,0.662037037
CA_ACC_DON,3,5,6,aaScore05,3GRS,FAD,0.6586419753
CA_ACC_DON,3,5,6,SrelScore08,3GRS,FAD,0.8157407407
CA_ACC_DON,3,5,6,SrelScore05,3GRS,FAD,0.7962962963
CA_ACC_DON,3,5,6,SOScore08,3GRS,FAD,0.1148148148
CA_ACC_DON,3,5,6,SOScore05,3GRS,FAD,0.1157407407
CA_ACC_DON,3,5,6,RMSD,1EVI,FAD,0.3837962963
CA_ACC_DON,3,5,6,SO,1EVI,FAD,0.0970679012
CA_ACC_DON,3,5,6,Srel,1EVI,FAD,0.887345679
CA_ACC_DON,3,5,6,Tanimoto,1EVI,FAD,0.887345679
CA_ACC_DON,3,5,6,GO,1EVI,FAD,0.6080246914
CA_ACC_DON,3,5,6,aaScore08,1EVI,FAD,0.6117283951
CA_ACC_DON,3,5,6,aaScore05,1EVI,FAD,0.5672839506
CA_ACC_DON,3,5,6,SrelScore08,1EVI,FAD,0.8907407407
CA_ACC_DON,3,5,6,SrelScore05,1EVI,FAD,0.8819444444
CA_ACC_DON,3,5,6,SOScore08,1EVI,FAD,0.0972222222
CA_ACC_DON,3,5,6,SOScore05,1EVI,FAD,0.112037037
CA_ACC_DON,3,5,6,RMSD,1K87,FAD,0.3236111111
CA_ACC_DON,3,5,6,SO,1K87,FAD,0.049845679
CA_ACC_DON,3,5,6,Srel,1K87,FAD,0.8074074074
CA_ACC_DON,3,5,6,Tanimoto,1K87,FAD,0.8074074074
CA_ACC_DON,3,5,6,GO,1K87,FAD,0.5776234568
CA_ACC_DON,3,5,6,aaScore08,1K87,FAD,0.6660493827
CA_ACC_DON,3,5,6,aaScore05,1K87,FAD,0.6277777778
CA_ACC_DON,3,5,6,SrelScore08,1K87,FAD,0.8146604938
CA_ACC_DON,3,5,6,SrelScore05,1K87,FAD,0.8233024691
CA_ACC_DON,3,5,6,SOScore08,1K87,FAD,0.0549382716
CA_ACC_DON,3,5,6,SOScore05,1K87,FAD,0.0679012346
CA_ACC_DON,3,5,6,RMSD,1JR8,FAD,0.363117284
CA_ACC_DON,3,5,6,SO,1JR8,FAD,0.3316358025
CA_ACC_DON,3,5,6,Srel,1JR8,FAD,0.6544753086
CA_ACC_DON,3,5,6,Tanimoto,1JR8,FAD,0.6544753086
CA_ACC_DON,3,5,6,GO,1JR8,FAD,0.5554012346
CA_ACC_DON,3,5,6,aaScore08,1JR8,FAD,0.6419753086
CA_ACC_DON,3,5,6,aaScore05,1JR8,FAD,0.6268518519
CA_ACC_DON,3,5,6,SrelScore08,1JR8,FAD,0.6555555556
CA_ACC_DON,3,5,6,SrelScore05,1JR8,FAD,0.6470679012
CA_ACC_DON,3,5,6,SOScore08,1JR8,FAD,0.3390432099
CA_ACC_DON,3,5,6,SOScore05,1JR8,FAD,0.3489197531
CA_ACC_DON,3,5,6,RMSD,1CQX,FAD,0.3160493827
CA_ACC_DON,3,5,6,SO,1CQX,FAD,0.4285493827
CA_ACC_DON,3,5,6,Srel,1CQX,FAD,0.4986111111
CA_ACC_DON,3,5,6,Tanimoto,1CQX,FAD,0.4986111111
CA_ACC_DON,3,5,6,GO,1CQX,FAD,0.5759259259
CA_ACC_DON,3,5,6,aaScore08,1CQX,FAD,0.6694444444
CA_ACC_DON,3,5,6,aaScore05,1CQX,FAD,0.6237654321
CA_ACC_DON,3,5,6,SrelScore08,1CQX,FAD,0.5091049383
CA_ACC_DON,3,5,6,SrelScore05,1CQX,FAD,0.5273148148
CA_ACC_DON,3,5,6,SOScore08,1CQX,FAD,0.4351851852
CA_ACC_DON,3,5,6,SOScore05,1CQX,FAD,0.4530864198
CA_ACC_DON,3,7,6,RMSD,1J99,AND,0.4221938776
CA_ACC_DON,3,7,6,SO,1J99,AND,0.5025510204
CA_ACC_DON,3,7,6,Srel,1J99,AND,0.8775510204
CA_ACC_DON,3,7,6,Tanimoto,1J99,AND,0.8775510204
CA_ACC_DON,3,7,6,GO,1J99,AND,0.8762755102
CA_ACC_DON,3,7,6,aaScore08,1J99,AND,0.5204081633
CA_ACC_DON,3,7,6,aaScore05,1J99,AND,0.3086734694
CA_ACC_DON,3,7,6,SrelScore08,1J99,AND,0.8928571429
CA_ACC_DON,3,7,6,SrelScore05,1J99,AND,0.9464285714
CA_ACC_DON,3,7,6,SOScore08,1J99,AND,0.5637755102
CA_ACC_DON,3,7,6,SOScore05,1J99,AND,0.6454081633
CA_ACC_DON,3,7,6,RMSD,1E3R,AND,0.4056122449
CA_ACC_DON,3,7,6,SO,1E3R,AND,0.3405612245
CA_ACC_DON,3,7,6,Srel,1E3R,AND,0.7869897959
CA_ACC_DON,3,7,6,Tanimoto,1E3R,AND,0.7869897959
CA_ACC_DON,3,7,6,GO,1E3R,AND,0.7232142857
CA_ACC_DON,3,7,6,aaScore08,1E3R,AND,0.5408163265
CA_ACC_DON,3,7,6,aaScore05,1E3R,AND,0.4336734694
CA_ACC_DON,3,7,6,SrelScore08,1E3R,AND,0.8137755102
CA_ACC_DON,3,7,6,SrelScore05,1E3R,AND,0.8341836735
CA_ACC_DON,3,7,6,SOScore08,1E3R,AND,0.3660714286
CA_ACC_DON,3,7,6,SOScore05,1E3R,AND,0.4017857143
CA_ACC_DON,3,7,6,RMSD,1NF5,BGC,0.3756443299
CA_ACC_DON,3,7,6,SO,1NF5,BGC,0.4826030928
CA_ACC_DON,3,7,6,Srel,1NF5,BGC,0.6481958763
CA_ACC_DON,3,7,6,Tanimoto,1NF5,BGC,0.6481958763
CA_ACC_DON,3,7,6,GO,1NF5,BGC,0.5225515464
CA_ACC_DON,3,7,6,aaScore08,1NF5,BGC,0.6211340206
CA_ACC_DON,3,7,6,aaScore05,1NF5,BGC,0.5798969072
CA_ACC_DON,3,7,6,SrelScore08,1NF5,BGC,0.6443298969
CA_ACC_DON,3,7,6,SrelScore05,1NF5,BGC,0.6469072165
CA_ACC_DON,3,7,6,SOScore08,1NF5,BGC,0.4858247423
CA_ACC_DON,3,7,6,SOScore05,1NF5,BGC,0.5025773196
CA_ACC_DON,3,7,6,RMSD,1CQ1,BGC,0.400128866
CA_ACC_DON,3,7,6,SO,1CQ1,BGC,0.6153350515
CA_ACC_DON,3,7,6,Srel,1CQ1,BGC,0.8949742268
CA_ACC_DON,3,7,6,Tanimoto,1CQ1,BGC,0.8949742268
CA_ACC_DON,3,7,6,GO,1CQ1,BGC,0.5953608247
CA_ACC_DON,3,7,6,aaScore08,1CQ1,BGC,0.587628866
CA_ACC_DON,3,7,6,aaScore05,1CQ1,BGC,0.5515463918
CA_ACC_DON,3,7,6,SrelScore08,1CQ1,BGC,0.8917525773
CA_ACC_DON,3,7,6,SrelScore05,1CQ1,BGC,0.8762886598
CA_ACC_DON,3,7,6,SOScore08,1CQ1,BGC,0.618556701
CA_ACC_DON,3,7,6,SOScore05,1CQ1,BGC,0.625
CA_ACC_DON,3,7,6,RMSD,2GBP,BGC,0.6385309278
CA_ACC_DON,3,7,6,SO,2GBP,BGC,0.6746134021
CA_ACC_DON,3,7,6,Srel,2GBP,BGC,0.5521907216
CA_ACC_DON,3,7,6,Tanimoto,2GBP,BGC,0.5521907216
CA_ACC_DON,3,7,6,GO,2GBP,BGC,0.4961340206
CA_ACC_DON,3,7,6,aaScore08,2GBP,BGC,0.3543814433
CA_ACC_DON,3,7,6,aaScore05,2GBP,BGC,0.3840206186
CA_ACC_DON,3,7,6,SrelScore08,2GBP,BGC,0.550257732
CA_ACC_DON,3,7,6,SrelScore05,2GBP,BGC,0.5476804124
CA_ACC_DON,3,7,6,SOScore08,2GBP,BGC,0.662371134
CA_ACC_DON,3,7,6,SOScore05,2GBP,BGC,0.6533505155
CA_ACC_DON,3,7,6,RMSD,1HEX,NAD,0.3904411765
CA_ACC_DON,3,7,6,SO,1HEX,NAD,0.6197478992
CA_ACC_DON,3,7,6,Srel,1HEX,NAD,0.6819327731
CA_ACC_DON,3,7,6,Tanimoto,1HEX,NAD,0.6819327731
CA_ACC_DON,3,7,6,GO,1HEX,NAD,0.4951680672
CA_ACC_DON,3,7,6,aaScore08,1HEX,NAD,0.6052521008
CA_ACC_DON,3,7,6,aaScore05,1HEX,NAD,0.5796218487
